,Vehiculo,Marca,Modelo,Version,Traccion,Precio,Fecha matriculacion,Combustible,km,Carroceria,Cambio,Potencia,Garantia,Distintivo ambiental,Meses
411,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,13900.0,2018-03-01,Diesel,10000.0,Todo Terreno,Manual,110.0,12.0,C,26
412,NISSAN Qashqai 1.6dCi Tekna+ 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,26900.0,2019-06-01,Diesel,1250.0,Todo Terreno,Automático,130.0,36.0,C,11
413,NISSAN Micra 1.5dCi S&S Acenta 90,NISSAN,Micra,Acenta,4x2,12700.0,2019-06-01,Diesel,0.0,Berlina,Manual,90.0,12.0,C,11
414,NISSAN Qashqai  Tekna DIG-T 103 kW (140 CV),NISSAN,Qashqai,Tekna,4x2,22500.0,2019-09-01,Gasolina,0.0,"4x4, SUV o pickup",Manual,140.0,12.0,C,8
415,NISSAN Leaf TEKNA 40KWH 150 5P,NISSAN,Leaf,Tekna,4x2,24900.0,2019-01-01,Eléctrico,5581.0,Berlina mediana o grande,Automático,150.0,24.0,0 EMISIONES,16
416,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,12490.0,2017-01-01,Diesel,33984.0,Todo Terreno,Manual,110.0,12.0,C,40
417,NISSAN Leaf TEKNA 40KWH 150 5P,NISSAN,Leaf,Tekna,4x2,24900.0,2019-01-01,Eléctrico,5581.0,Berlina mediana o grande,Automático,150.0,24.0,0 EMISIONES,16
418,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,12490.0,2017-01-01,Diesel,33984.0,Todo Terreno,Manual,110.0,12.0,C,40
419,NISSAN Qashqai 1.3 DIG-T TEKNA 103KW 140 5P,NISSAN,Qashqai,Tekna,4x2,22500.0,2018-09-01,Gasolina,2700.0,Berlina mediana o grande,Manual,140.0,0.0,C,20
420,NISSAN Qashqai 1.7 DCI TEKNA+ 110KW 150 5P,NISSAN,Qashqai,Tekna,4x2,27900.0,2019-11-01,Diesel,10.0,Berlina mediana o grande,Manual,150.0,0.0,C,6
421,NISSAN Qashqai 1.6dCi Tekna+ 4x2 XTronic,NISSAN,Qashqai,Tekna,4x2,23900.0,2017-12-01,Diesel,39672.0,Todo Terreno,Automático,130.0,12.0,C,29
422,NISSAN Qashqai 1.6 DIG-T Acenta 4x2,NISSAN,Qashqai,Acenta,4x2,15950.0,2017-01-01,Gasolina,35000.0,Todo Terreno,Manual,163.0,12.0,C,40
423,NISSAN Qashqai 1.5dCi N-Connecta 4x2 85kW,NISSAN,Qashqai,N-Connecta,4x2,18310.0,2019-05-01,Diesel,14086.0,Todo Terreno,Manual,115.0,24.0,C,12
424,NISSAN Qashqai 1.3 DIG-T TEKNA 117KW 160 5P,NISSAN,Qashqai,Tekna,4x2,24900.0,2019-09-01,Gasolina,10.0,Berlina mediana o grande,Manual,160.0,0.0,C,8
425,NISSAN Juke ACCENTA 1.2 DIG,NISSAN,Juke,,4x2,10700.0,2016-04-01,Gasolina,39000.0,"4x4, SUV o pickup",Manual,115.0,12.0,C,49
426,NISSAN X-Trail 2.0 dCi N-Connecta 4x2 XTronic,NISSAN,X-Trail,N-Connecta,4x2,20454.0,2017-12-01,Diesel,51290.0,Todo Terreno,Automático,177.0,12.0,C,29
427,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,10990.0,2016-10-01,Diesel,74050.0,Todo Terreno,Manual,110.0,12.0,C,43
428,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,22900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
429,NISSAN Juke ACCENTA 1.2 DIG,NISSAN,Juke,,4x2,10700.0,2016-04-01,Gasolina,39000.0,"4x4, SUV o pickup",Manual,115.0,12.0,C,49
430,NISSAN Pathfinder 2.5dCi XE 5pl.,NISSAN,Pathfinder,,4x2,8900.0,2006-08-01,Diesel,227700.0,Todo Terreno,Manual,174.0,6.0,B,165
431,NISSAN Juke 1.2 DIG-T Acenta 4x2 115,NISSAN,Juke,Acenta,4x2,13600.0,2018-08-01,Gasolina,10000.0,Todo Terreno,Manual,115.0,12.0,C,21
432,NISSAN Qashqai 1.6dCi S&S Tekna Sport 4x2 17´´,NISSAN,Qashqai,Tekna,4x2,13500.0,2012-10-01,Diesel,101000.0,Todo Terreno,Manual,130.0,12.0,B,91
433,NISSAN X-Trail 1.7 DCI TEKNA 110KW 150 5P,NISSAN,X-Trail,Tekna,4x2,28900.0,2019-11-01,Diesel,10.0,"4x4, SUV o pickup",Manual,150.0,0.0,C,6
434,NISSAN Pulsar 1.2 DIG-T Tekna XTronic,NISSAN,Pulsar,Tekna,4x2,12500.0,2016-01-01,Gasolina,55107.0,Berlina,Automático,115.0,12.0,C,52
435,NISSAN Qashqai 1.6 DCI N-CONNECTA 130 5P,NISSAN,Qashqai,N-Connecta,4x2,19000.0,2018-07-01,Diesel,21500.0,Berlina mediana o grande,Manual,130.0,0.0,C,22
436,NISSAN Qashqai 1.6dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,19000.0,2018-07-01,Diesel,15000.0,Todo Terreno,Manual,130.0,12.0,C,22
437,NISSAN Qashqai 1.3 DIG-T ACENTA 103KW 140 5P,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
438,NISSAN Qashqai 1.5 DCI ACENTA 110 5P,NISSAN,Qashqai,Acenta,4x2,14990.0,2015-03-01,Diesel,56504.0,Berlina mediana o grande,Manual,110.0,12.0,C,62
439,NISSAN Qashqai 1.5dCi Acenta 4x2 85kW,NISSAN,Qashqai,Acenta,4x2,19900.0,2019-07-01,Diesel,3500.0,Todo Terreno,Manual,115.0,36.0,C,10
440,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20900.0,2019-09-01,Gasolina,20700.0,Berlina mediana o grande,Manual,140.0,0.0,C,8
441,NISSAN Pulsar 1.2 DIG-T Acenta,NISSAN,Pulsar,Acenta,4x2,11800.0,2018-03-01,Gasolina,28783.0,Berlina,Manual,115.0,12.0,C,26
442,NISSAN Qashqai 1.5dCi N-Motion 4x2 85kW,NISSAN,Qashqai,,4x2,20500.0,2019-06-01,Diesel,5000.0,Todo Terreno,Manual,115.0,36.0,C,11
443,NISSAN Micra 1.5dCi S&S Visia+ 90,NISSAN,Micra,Visia,4x2,9500.0,2017-05-01,Diesel,44000.0,Berlina,Manual,90.0,12.0,C,36
444,NISSAN Qashqai 1.6 DCI TEKNA+ AUTO 130 5P,NISSAN,Qashqai,Tekna,4x2,23900.0,2018-09-01,Diesel,10500.0,Berlina mediana o grande,Automático,130.0,0.0,C,20
445,NISSAN X-Trail 1.6 DCI N-CONNECTA 7 SEAT 130 5P 7 PLAZAS,NISSAN,X-Trail,N-Connecta,4x2,17900.0,2016-12-01,Diesel,17900.0,"4x4, SUV o pickup",Manual,130.0,0.0,C,41
446,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,20900.0,2019-06-01,Gasolina,4500.0,Berlina mediana o grande,Manual,140.0,0.0,C,11
447,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,17890.0,2018-06-01,Gasolina,18000.0,Todo Terreno,Manual,115.0,12.0,C,23
448,NISSAN X-Trail 1.3 DIG-T N-Connecta 4x2 DCT,NISSAN,X-Trail,N-Connecta,4x2,25900.0,2019-06-01,Gasolina,5000.0,Todo Terreno,Automático,160.0,0.0,C,11
449,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,16810.0,2018-06-01,Gasolina,14460.0,Todo Terreno,Manual,115.0,18.0,C,23
450,NISSAN Micra 1.0 G VISIA 52KW 71 5P,NISSAN,Micra,Visia,4x2,9900.0,2019-05-01,Gasolina,4652.0,Berlina mediana o grande,Manual,71.0,24.0,C,12
451,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,14900.0,2017-04-01,Diesel,22152.0,Todo Terreno,Manual,110.0,12.0,C,37
452,NISSAN Qashqai 1.5 DCI ACENTA 110 5P,NISSAN,Qashqai,Acenta,4x2,14990.0,2015-03-01,Diesel,56504.0,Berlina mediana o grande,Manual,110.0,12.0,C,62
453,NISSAN Leaf Tekna,NISSAN,Leaf,Tekna,4x2,11060.0,2014-06-01,Eléctrico,33570.0,Berlina,Automático,109.0,12.0,0 EMISIONES,71
454,NISSAN Micra 1.0 G ACENTA 52KW 71 5P,NISSAN,Micra,Acenta,4x2,10900.0,2019-03-01,Gasolina,3954.0,Berlina mediana o grande,Manual,71.0,24.0,C,14
455,NISSAN X-Trail 1.6 dCi N-Connecta 4x4-i 7 pl.,NISSAN,X-Trail,N-Connecta,4x4,25400.0,2018-07-01,Diesel,10716.0,Todo Terreno,Manual,130.0,24.0,C,22
456,NISSAN Qashqai 1.3 DIG-T N-CONNECTA 103KW 140 5P,NISSAN,Qashqai,N-Connecta,4x2,21500.0,2019-12-01,Gasolina,10.0,Berlina mediana o grande,Manual,140.0,0.0,C,5
457,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18300.0,2018-06-01,Gasolina,18189.0,Todo Terreno,Manual,115.0,24.0,C,23
458,NISSAN Qashqai 1.3 DIG-T N-Connecta 4x2 103kW,NISSAN,Qashqai,N-Connecta,4x2,21500.0,2019-08-01,Gasolina,20.0,Todo Terreno,Manual,140.0,36.0,C,9
459,NISSAN Qashqai 1.2 DIG-T N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,18500.0,2018-06-01,Gasolina,10901.0,Todo Terreno,Manual,115.0,36.0,C,23
460,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,15400.0,2016-10-01,Diesel,51000.0,Todo Terreno,Manual,110.0,12.0,C,43
461,NISSAN Juke 1.5dCi Acenta 4x2,NISSAN,Juke,Acenta,4x2,11990.0,2017-01-01,Diesel,89708.0,Todo Terreno,Manual,110.0,12.0,C,40
462,NISSAN Qashqai 1.7 DCI TEKNA 110KW 150 5P,NISSAN,Qashqai,Tekna,4x2,25500.0,2019-07-01,Diesel,250.0,Berlina mediana o grande,Manual,150.0,0.0,C,10
463,NISSAN Qashqai 1.5dCi N-Connecta 4x2,NISSAN,Qashqai,N-Connecta,4x2,14900.0,2017-01-01,Diesel,57205.0,Todo Terreno,Manual,110.0,12.0,C,40
464,NISSAN Leaf 40KWH TEKNA PROPILOT PARK,NISSAN,Leaf,Tekna,4x2,31900.0,2020-02-01,Eléctrico,15.0,Berlina mediana o grande,Automático,150.0,36.0,0 EMISIONES,3
